@relation occupancy
@attribute timestamp numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute light numeric
@attribute CO2 numeric
@attribute humidityRatio numeric
@attribute class {no, yes}
@data
9.223372036854776E10,23.29,28.55,464.0,1123.75,0.00505315,yes
9.223372036854776E10,23.29,28.6,470.0,1116.0,0.00506207,yes
9.223372036854776E10,23.272,28.6,464.0,1126.8,0.00505653,yes
9.223372036854776E10,23.2,28.4175,464.0,1112.75,0.00500202,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.215,28.63333333,462.33333333,1127.83333333,0.00504492,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.2,28.65,469.0,1124.25,0.00504327,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.2,28.7,464.0,1138.0,0.00505214,yes
9.223372036854776E10,23.2,28.7,456.5,1144.0,0.00505214,yes
9.223372036854776E10,23.2,28.718,457.0,1140.0,0.00505534,yes
9.223372036854776E10,23.2,28.79,450.25,1139.25,0.00506812,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.15,28.89,454.75,1157.75,0.00507039,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.18,28.83,444.0,1156.4,0.00506903,yes
9.223372036854776E10,23.11666667,28.945,444.0,1160.0,0.00506981,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.1,29.075,444.0,1175.25,0.00508759,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.1,27.925,444.0,1140.25,0.00488478,yes
9.223372036854776E10,23.06,27.772,444.0,1089.2,0.00484598,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.0,27.956,429.0,1064.6,0.00486052,yes
9.223372036854776E10,22.98166667,27.90833333,429.0,1061.66666667,0.00484674,yes
9.223372036854776E10,23.0,27.92666667,429.0,1058.33333333,0.00485538,yes
9.223372036854776E10,23.0,28.018,429.0,1061.6,0.00487138,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.945,28.1,429.0,1074.0,0.00486938,yes
9.223372036854776E10,23.0,28.1,429.0,1086.25,0.00488575,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.9725,28.1,429.0,1085.0,0.00487756,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,23.0,28.13333333,429.0,1091.33333333,0.00489159,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.865,27.84,432.75,1077.25,0.00480048,yes
9.223372036854776E10,22.87333333,27.68333333,439.0,1064.16666667,0.00477568,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.89,27.6,432.75,1043.6,0.00476605,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.84,27.37333333,436.5,1028.66666667,0.0047122,yes
9.223372036854776E10,22.79,27.365,438.0,1020.4,0.00469639,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.79,27.17142857,435.42857143,1015.14285714,0.00466292,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.79,27.02,432.0,1002.6,0.00463674,yes
9.223372036854776E10,22.772,26.934,438.0,993.2,0.00461679,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.7,26.754,432.0,976.2,0.00456558,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.7,26.53333333,444.0,966.66666667,0.00452765,yes
9.223372036854776E10,22.7,26.46333333,444.0,963.0,0.00451562,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.7,26.34,444.0,948.0,0.00449442,yes
9.223372036854776E10,22.7,26.26,444.0,945.0,0.00448067,yes
9.223372036854776E10,22.7,26.2,441.0,941.6,0.00447036,yes
9.223372036854776E10,22.7,26.16,438.0,929.8,0.00446349,yes
9.223372036854776E10,22.7,26.02,441.0,923.8,0.00443943,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.7,26.0,439.0,918.25,0.00443599,yes
9.223372036854776E10,22.7,25.934,438.0,919.4,0.00442465,yes
9.223372036854776E10,22.7,25.92666667,439.0,927.33333333,0.00442339,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.68,25.772,432.0,902.4,0.00439145,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.575,429.0,897.0,0.00433639,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.525,433.5,882.5,0.00432785,yes
9.223372036854776E10,22.62,25.476,436.2,887.2,0.00432477,yes
9.223372036854776E10,22.625,25.55,442.5,889.25,0.00433875,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.65,25.42,438.0,880.75,0.00432312,yes
9.223372036854776E10,22.6,25.2675,442.5,868.75,0.00428389,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.2,439.8,860.6,0.00427237,yes
9.223372036854776E10,22.6,25.2,435.5,864.0,0.00427237,yes
9.223372036854776E10,22.6,25.15,430.75,859.0,0.00426383,yes
9.223372036854776E10,22.6,25.14,440.6,854.4,0.00426213,yes
9.223372036854776E10,22.6,25.15,428.2,847.4,0.00426383,yes
9.223372036854776E10,22.6,25.04,432.2,837.2,0.00424506,yes
9.223372036854776E10,22.6,25.05,431.75,834.75,0.00424677,yes
9.223372036854776E10,22.6,25.06,429.2,832.4,0.00424847,yes
9.223372036854776E10,22.6,25.0,433.0,832.0,0.00423823,yes
9.223372036854776E10,22.6,25.0,433.0,836.25,0.00423823,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.025,428.25,821.5,0.0042425,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.56,25.02,433.0,830.75,0.00423128,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.575,25.075,433.0,818.25,0.00424454,yes
9.223372036854776E10,22.56,24.912,433.0,819.8,0.0042129,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,24.9175,433.0,818.0,0.00422415,yes
9.223372036854776E10,22.58,25.06,433.0,812.8,0.00424328,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.54,24.89,433.0,825.0,0.00420401,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.5,24.9175,433.0,811.5,0.0041984,yes
9.223372036854776E10,22.5,24.91166667,433.0,811.0,0.00419741,yes
9.223372036854776E10,22.56,24.81,433.0,812.2,0.00419553,yes
9.223372036854776E10,22.525,24.89,426.0,814.25,0.00420015,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.575,25.075,433.0,834.5,0.00424454,yes
9.223372036854776E10,22.6,25.0,433.0,837.0,0.00423823,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.04285714,433.0,845.33333333,0.00424555,yes
9.223372036854776E10,22.6,25.1,433.0,854.75,0.0042553,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.6,25.08,424.6,845.4,0.00425189,yes
9.223372036854776E10,22.6,25.16666667,433.0,854.33333333,0.00426668,yes
9.223372036854776E10,22.6,25.06666667,428.33333333,849.33333333,0.00424961,no
9.223372036854776E10,22.6,25.2,422.5,853.0,0.00427237,no
9.223372036854776E10,22.6,25.2,423.66666667,853.0,0.00427237,no
9.223372036854776E10,22.54,25.16,424.6,852.0,0.00424992,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.54,25.14,421.8,845.6,0.00424652,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.5,25.04,421.8,826.4,0.00421918,no
9.223372036854776E10,22.5,25.0,419.0,819.6,0.00421239,no
9.223372036854776E10,22.5,25.0,419.0,829.6,0.00421239,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.5,24.89,419.0,813.5,0.00419373,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.5,24.89,419.0,811.0,0.00419373,no
9.223372036854776E10,22.478,24.87,419.0,804.6,0.0041847,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.4175,24.7475,419.0,796.75,0.00414857,no
9.223372036854776E10,22.456,24.81,419.0,794.4,0.00416892,no
9.223372036854776E10,22.39,24.7,419.0,790.6,0.00413359,no
9.223372036854776E10,22.4175,24.7225,419.0,789.75,0.00414435,no
9.223372036854776E10,22.39,24.7,419.0,782.2,0.00413359,no
9.223372036854776E10,22.39,24.7225,419.0,772.25,0.00413738,yes
9.223372036854776E10,22.39,24.71708333,419.0,772.925,0.00413646,yes
9.223372036854776E10,22.39,24.71166667,419.0,773.6,0.00413555,yes
9.223372036854776E10,22.39,24.625,419.0,773.75,0.00412095,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.39,24.912,418.6,782.8,0.0041693,yes
9.223372036854776E10,22.39,25.245,415.0,796.5,0.00422541,yes
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.32333333,25.0,0.0,779.33333333,0.00416708,no
9.223372036854776E10,22.365,24.9725,0.0,780.75,0.0041731,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.29,24.9175,0.0,781.0,0.00414477,no
9.223372036854776E10,22.29,24.912,0.0,778.4,0.00414385,no
9.223372036854776E10,22.26,24.85666667,0.0,769.33333333,0.00412699,no
9.223372036854776E10,22.254,24.85,0.0,766.5,0.00412436,no
9.223372036854776E10,22.23,24.79333333,0.0,763.25,0.00410884,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.2,24.79,0.0,761.5,0.00410074,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.2,24.736,0.0,757.0,0.00409175,no
9.223372036854776E10,22.2,24.79,0.0,752.33333333,0.00410074,no
9.223372036854776E10,22.13333333,24.7,0.0,748.66666667,0.00406908,no
9.223372036854776E10,22.1,24.7,0.0,746.25,0.00406077,no
9.223372036854776E10,22.15,24.7225,0.0,745.25,0.00407698,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.1,24.7,0.0,738.0,0.00406077,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.1,24.7,0.0,727.0,0.00406077,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,22.06666667,24.66666667,0.0,723.25,0.00404697,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.978,24.6,0.0,714.0,0.00401406,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.945,24.6,0.0,715.0,0.00400593,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.89,24.5,0.0,706.0,0.00397609,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.89,24.5,0.0,692.5,0.00397609,no
9.223372036854776E10,21.89,24.5,0.0,694.75,0.00397609,no
9.223372036854776E10,21.815,24.4175,0.0,697.25,0.00394439,no
9.223372036854776E10,21.82333333,24.46333333,0.0,692.0,0.00395387,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.79,24.39,0.0,689.75,0.00393387,no
9.223372036854776E10,21.79,24.39,0.0,689.0,0.00393387,no
9.223372036854776E10,21.7675,24.39,0.0,687.0,0.00392843,no
9.223372036854776E10,21.7675,24.365,0.0,679.75,0.00392438,no
9.223372036854776E10,21.754,24.35,0.0,668.4,0.00391869,no
9.223372036854776E10,21.7,24.29,0.0,665.66666667,0.00389601,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.7,24.29,0.0,668.0,0.00389601,no
9.223372036854776E10,21.7,24.29,0.0,661.25,0.00389601,no
9.223372036854776E10,21.64,24.236,0.0,658.2,0.00387297,no
9.223372036854776E10,21.6,24.2,0.0,656.0,0.00385767,no
9.223372036854776E10,21.6,24.2,0.0,654.8,0.00385767,no
9.223372036854776E10,21.6,24.2225,0.0,653.75,0.00386128,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.5,24.2,0.0,650.75,0.00383399,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.5,24.2,0.0,640.33333333,0.00383399,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.5,24.2,0.0,636.25,0.00383399,no
9.223372036854776E10,21.5,24.2,0.0,636.33333333,0.00383399,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.5,24.125,0.0,627.5,0.00382203,no
9.223372036854776E10,21.5,24.15,0.0,626.25,0.00382602,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.5,24.1,0.0,620.66666667,0.00381805,no
9.223372036854776E10,21.5,24.1,0.0,617.0,0.00381805,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.4725,24.075,0.0,614.5,0.00380761,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.42666667,23.92666667,0.0,614.25,0.00377333,no
9.223372036854776E10,21.39,23.9725,0.0,610.75,0.00377207,no
9.223372036854776E10,21.39,23.9175,0.0,603.0,0.00376336,no
9.223372036854776E10,21.39,23.945,0.0,603.5,0.00376771,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.32333333,24.0,0.0,605.66666667,0.00376092,no
9.223372036854776E10,21.34,23.9725,0.0,604.5,0.00376045,no
9.223372036854776E10,21.315,23.9725,0.0,599.0,0.00375466,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.39,23.9725,0.0,596.5,0.00377207,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.29,23.945,0.0,594.0,0.00374455,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.29,23.89,0.0,586.66666667,0.00373589,no
9.223372036854776E10,21.29,23.92666667,0.0,588.0,0.00374166,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.23,23.82333333,0.0,585.0,0.00371164,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.2,23.79,0.0,579.33333333,0.00369955,no
9.223372036854776E10,21.2,23.79,0.0,581.6,0.00369955,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.2,23.79,0.0,577.33333333,0.00369955,no
9.223372036854776E10,21.2,23.7675,0.0,574.25,0.00369604,no
9.223372036854776E10,21.2,23.745,0.0,569.0,0.00369252,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.2,23.79,0.0,567.33333333,0.00369955,no
9.223372036854776E10,21.175,23.7,0.0,565.33333333,0.00367979,no
9.223372036854776E10,21.16666667,23.7,0.0,563.5,0.0036779,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.125,23.65,0.0,550.5,0.00366066,no
9.223372036854776E10,21.1,23.6,0.0,553.0,0.00364724,no
9.223372036854776E10,21.13333333,23.6,0.0,552.0,0.00365476,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.6,0.0,547.0,0.00364724,no
9.223372036854776E10,21.1,23.575,0.0,545.75,0.00364335,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.4725,0.0,545.5,0.00362742,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.5,0.0,545.25,0.00363169,no
9.223372036854776E10,21.1,23.5,0.0,541.25,0.00363169,no
9.223372036854776E10,21.125,23.5,0.0,540.75,0.00363731,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.3925,0.0,537.75,0.00361499,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.5,0.0,535.25,0.00363169,no
9.223372036854776E10,21.1,23.5,0.0,533.4,0.00363169,no
9.223372036854776E10,21.1,23.5,0.0,524.5,0.00363169,no
9.223372036854776E10,21.1,23.434,0.0,524.8,0.00362144,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.39,0.0,521.0,0.0036146,no
9.223372036854776E10,21.125,23.39,0.0,519.75,0.00362018,no
9.223372036854776E10,21.1,23.39,0.0,523.0,0.0036146,no
9.223372036854776E10,21.1,23.39,0.0,523.0,0.0036146,no
9.223372036854776E10,21.1,23.39,0.0,519.0,0.0036146,no
9.223372036854776E10,21.1,23.365,0.0,519.5,0.00361071,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.1,23.365,0.0,520.0,0.00361071,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.075,23.315,0.0,520.25,0.00359738,no
9.223372036854776E10,21.075,23.34,0.0,519.0,0.00360126,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.03333333,23.29,0.0,517.66666667,0.00358426,no
9.223372036854776E10,21.02,23.29,0.0,514.2,0.00358131,no
9.223372036854776E10,21.025,23.29,0.0,516.5,0.00358241,no
9.223372036854776E10,21.0,23.29,0.0,521.0,0.00357688,no
9.223372036854776E10,21.0,23.29,0.0,520.0,0.00357688,no
9.223372036854776E10,21.0,23.254,0.0,517.8,0.00357132,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.0,23.29,0.0,520.75,0.00357688,no
9.223372036854776E10,21.0,23.29,0.0,519.33333333,0.00357688,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.0,23.29,0.0,509.75,0.00357688,no
9.223372036854776E10,21.0,23.29,0.0,508.5,0.00357688,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,21.0,23.29,0.0,506.5,0.00357688,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.96333333,23.29,0.0,507.25,0.00356878,no
9.223372036854776E10,21.0,23.29,0.0,509.33333333,0.00357688,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,23.2,0.0,494.75,0.00353882,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,23.125,0.0,484.75,0.00352732,no
9.223372036854776E10,20.89,23.1,0.0,489.25,0.00352348,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,23.1,0.0,499.66666667,0.00352348,no
9.223372036854776E10,20.89,23.1,0.0,492.5,0.00352348,no
9.223372036854776E10,20.89,23.1,0.0,494.25,0.00352348,no
9.223372036854776E10,20.89,23.1,0.0,494.0,0.00352348,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,23.1,0.0,495.5,0.00352348,no
9.223372036854776E10,20.89,23.05,0.0,498.0,0.00351581,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.912,23.0,0.0,490.2,0.00351292,no
9.223372036854776E10,20.92666667,23.0,0.0,492.33333333,0.00351611,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.956,0.0,488.0,0.00350139,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,23.0,0.0,485.0,0.00350814,no
9.223372036854776E10,20.89,23.0,0.0,490.0,0.00350814,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.945,0.0,485.25,0.00349971,no
9.223372036854776E10,20.89,22.89,0.0,485.66666667,0.00349127,no
9.223372036854776E10,20.9175,22.945,0.0,485.0,0.00350567,no
9.223372036854776E10,20.89,22.956,0.0,485.2,0.00350139,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.9175,0.0,483.0,0.00349549,no
9.223372036854776E10,20.89,22.89,0.0,481.0,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,476.5,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,475.0,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,476.0,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,478.5,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,481.0,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,483.0,0.00349127,no
9.223372036854776E10,20.85666667,22.85666667,0.0,480.25,0.00347898,no
9.223372036854776E10,20.89,22.89,0.0,480.25,0.00349127,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.89,0.0,474.75,0.00349127,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.89,0.0,480.33333333,0.00349127,no
9.223372036854776E10,20.89,22.89,0.0,480.0,0.00349127,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.79,0.0,475.6,0.00347593,no
9.223372036854776E10,20.89,22.76,0.0,475.33333333,0.00347133,no
9.223372036854776E10,20.89,22.815,0.0,477.66666667,0.00347977,no
9.223372036854776E10,20.89,22.79,0.0,475.75,0.00347593,no
9.223372036854776E10,20.89,22.79,0.0,479.16666667,0.00347593,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.89,22.7,0.0,471.0,0.00346213,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,20.85,22.678,0.0,468.6,0.00345021,no
9.223372036854776E10,20.81,22.62,0.0,467.4,0.00343283,no
9.223372036854776E10,?,?,?,?,?,?
9.223372036854776E10,?,?,?,?,?,?
